well,Row,Column,BioRep,pH,Batch,Plate,Number,Species,Strain,Protocol,BatchN,OD
C7,C,7,A,3.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.112
D7,D,7,B,3.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.116
E7,E,7,B,3.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.11
F7,F,7,B,3.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.101
G7,G,7,Blank,3.5,3A1,0304,Blank,NA,NA,NA,NA,0.066
H7,H,7,A,7,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.662
A8,A,8,A,4,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.099
B8,B,8,A,4,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.12
C8,C,8,A,4,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.123
D8,D,8,B,4,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.117
E8,E,8,B,4,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.118
F8,F,8,B,4,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.116
G8,G,8,Blank,4,3A1,0304,Blank,NA,NA,NA,NA,0.077
H8,H,8,A,7,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.646
A9,A,9,A,4.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.182
B9,B,9,A,4.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.201
C9,C,9,A,4.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.199
D9,D,9,B,4.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.178
E9,E,9,B,4.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.189
F9,F,9,B,4.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.197
G9,G,9,Blank,4.5,3A1,0304,Blank,NA,NA,NA,NA,0.129
H9,H,9,A,7,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.642
A10,A,10,A,5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.279
B10,B,10,A,5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.31
C10,C,10,A,5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.304
D10,D,10,B,5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.289
E10,E,10,B,5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.305
F10,F,10,B,5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.3
G10,G,10,Blank,5,3A1,0304,Blank,NA,NA,NA,NA,0.109
H10,H,10,B,7,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.636
A11,A,11,A,5.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.312
B11,B,11,A,5.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.343
C11,C,11,A,5.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.358
D11,D,11,B,5.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.346
E11,E,11,B,5.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.339
F11,F,11,B,5.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.338
G11,G,11,Blank,5.5,3A1,0304,Blank,NA,NA,NA,NA,0.058
H11,H,11,B,7,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.634
A12,A,12,A,6,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.632
B12,B,12,A,6,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.685
C12,C,12,A,6,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.73
D12,D,12,B,6,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.749
E12,E,12,B,6,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.776
F12,F,12,B,6,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.757
G12,G,12,Blank,6,3A1,0304,Blank,NA,NA,NA,NA,1.113
H12,H,12,Blank,7,3A1,0304,Blank,NA,NA,NA,NA,0.052
A1,A,1,A,3.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.073
B1,B,1,A,3.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.07
C1,C,1,A,3.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.071
D1,D,1,B,3.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.07
E1,E,1,B,3.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.072
F1,F,1,B,3.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.074
G1,G,1,Blank,3.5,3A2,0102,Blank,NA,NA,NA,NA,0.072
H1,H,1,A,7,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.66
A2,A,2,A,4,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.088
B2,B,2,A,4,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.107
C2,C,2,A,4,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.107
D2,D,2,B,4,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.104
E2,E,2,B,4,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.108
F2,F,2,B,4,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.114
G2,G,2,Blank,4,3A2,0102,Blank,NA,NA,NA,NA,0.109
H2,H,2,A,7,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.8
A3,A,3,A,4.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.245
B3,B,3,A,4.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.319
C3,C,3,A,4.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.276
D3,D,3,B,4.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.332
E3,E,3,B,4.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.376
F3,F,3,B,4.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.343
G3,G,3,Blank,4.5,3A2,0102,Blank,NA,NA,NA,NA,0.142
H3,H,3,A,7,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.795
A4,A,4,A,5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.379
B4,B,4,A,5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.554
C4,C,4,A,5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.455
D4,D,4,B,5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.485
E4,E,4,B,5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.503
F4,F,4,B,5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.415
G4,G,4,Blank,5,3A2,0102,Blank,NA,NA,NA,NA,0.105
H4,H,4,B,7,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.785
A5,A,5,A,5.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.456
B5,B,5,A,5.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.634
C5,C,5,A,5.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.478
D5,D,5,B,5.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.56
E5,E,5,B,5.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.509
F5,F,5,B,5.5,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.569
G5,G,5,Blank,5.5,3A2,0102,Blank,NA,NA,NA,NA,0.073
H5,H,5,B,7,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.791
A6,A,6,A,6,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.491
B6,B,6,A,6,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.714
C6,C,6,A,6,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.6
D6,D,6,B,6,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.598
E6,E,6,B,6,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.616
F6,F,6,B,6,3A2,0102,1,Gardnerella sp. 2,C0084H9,3,2,0.637
G6,G,6,Blank,6,3A2,0102,Blank,NA,NA,NA,NA,0.837
H6,H,6,Blank,7,3A2,0102,Blank,NA,NA,NA,NA,0.063
A7,A,7,A,3.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.076
B7,B,7,A,3.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.093
C7,C,7,A,3.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.087
D7,D,7,B,3.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.078
E7,E,7,B,3.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.078
F7,F,7,B,3.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.083
G7,G,7,Blank,3.5,3A2,0102,Blank,NA,NA,NA,NA,0.076
H7,H,7,A,7,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.59
A8,A,8,A,4,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.096
B8,B,8,A,4,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.128
C8,C,8,A,4,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.108
D8,D,8,B,4,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.109
E8,E,8,B,4,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.106
F8,F,8,B,4,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.112
G8,G,8,Blank,4,3A2,0102,Blank,NA,NA,NA,NA,0.104
H8,H,8,A,7,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.577
A9,A,9,A,4.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.204
B9,B,9,A,4.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.267
C9,C,9,A,4.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.268
D9,D,9,B,4.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.205
E9,E,9,B,4.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.205
F9,F,9,B,4.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.214
G9,G,9,Blank,4.5,3A2,0102,Blank,NA,NA,NA,NA,0.143
H9,H,9,A,7,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.545
A10,A,10,A,5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.261
B10,B,10,A,5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.268
C10,C,10,A,5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.249
D10,D,10,B,5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.254
E10,E,10,B,5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.256
F10,F,10,B,5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.264
G10,G,10,Blank,5,3A2,0102,Blank,NA,NA,NA,NA,0.094
H10,H,10,B,7,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.638
A11,A,11,A,5.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.258
B11,B,11,A,5.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.321
C11,C,11,A,5.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.32
D11,D,11,B,5.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.339
E11,E,11,B,5.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.334
F11,F,11,B,5.5,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.344
G11,G,11,Blank,5.5,3A2,0102,Blank,NA,NA,NA,NA,0.054
H11,H,11,B,7,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.604
A12,A,12,A,6,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.381
B12,B,12,A,6,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.461
C12,C,12,A,6,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.466
D12,D,12,B,6,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.472
E12,E,12,B,6,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.487
F12,F,12,B,6,3A2,0102,2,Gardnerella sp. 11,C0101A1,3,2,0.474
G12,G,12,Blank,6,3A2,0102,Blank,NA,NA,NA,NA,0.89
H12,H,12,Blank,7,3A2,0102,Blank,NA,NA,NA,NA,0.045
A1,A,1,A,3.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.074
B1,B,1,A,3.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.077
C1,C,1,A,3.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.081
D1,D,1,B,3.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.079
E1,E,1,B,3.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.08
F1,F,1,B,3.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.085
G1,G,1,Blank,3.5,3A2,0304,Blank,NA,NA,NA,NA,0.079
H1,H,1,A,7,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.539
A2,A,2,A,4,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.103
B2,B,2,A,4,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.114
C2,C,2,A,4,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.122
D2,D,2,B,4,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.127
E2,E,2,B,4,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.13
F2,F,2,B,4,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.143
G2,G,2,Blank,4,3A2,0304,Blank,NA,NA,NA,NA,0.109
H2,H,2,A,7,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.658
A3,A,3,A,4.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.153
B3,B,3,A,4.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.169
C3,C,3,A,4.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.154
D3,D,3,B,4.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.154
E3,E,3,B,4.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.159
F3,F,3,B,4.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.167
G3,G,3,Blank,4.5,3A2,0304,Blank,NA,NA,NA,NA,0.126
H3,H,3,A,7,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.684
A4,A,4,A,5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.135
B4,B,4,A,5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.127
C4,C,4,A,5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.115
D4,D,4,B,5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.119
E4,E,4,B,5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.114
F4,F,4,B,5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.133
G4,G,4,Blank,5,3A2,0304,Blank,NA,NA,NA,NA,0.1
H4,H,4,B,7,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.658
A5,A,5,A,5.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.096
B5,B,5,A,5.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.111
C5,C,5,A,5.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.102
D5,D,5,B,5.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.098
E5,E,5,B,5.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.097
F5,F,5,B,5.5,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.107
G5,G,5,Blank,5.5,3A2,0304,Blank,NA,NA,NA,NA,0.069
H5,H,5,B,7,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.677
A6,A,6,A,6,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.824
B6,B,6,A,6,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.922
C6,C,6,A,6,3A2,0304,3,Gardnerella piotii,UM35,3,2,0.784
D6,D,6,B,6,3A2,0304,3,Gardnerella piotii,UM35,3,2,1.056
E6,E,6,B,6,3A2,0304,3,Gardnerella piotii,UM35,3,2,1.043
F6,F,6,B,6,3A2,0304,3,Gardnerella piotii,UM35,3,2,1.114
G6,G,6,Blank,6,3A2,0304,Blank,NA,NA,NA,NA,1.032
H6,H,6,Blank,7,3A2,0304,Blank,NA,NA,NA,NA,0.066
A7,A,7,A,3.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.083
B7,B,7,A,3.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.088
C7,C,7,A,3.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.088
D7,D,7,B,3.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.091
E7,E,7,B,3.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.087
F7,F,7,B,3.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.099
G7,G,7,Blank,3.5,3A2,0304,Blank,NA,NA,NA,NA,0.085
H7,H,7,A,7,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.67
A8,A,8,A,4,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.101
B8,B,8,A,4,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.114
C8,C,8,A,4,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.123
D8,D,8,B,4,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.116
E8,E,8,B,4,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.118
F8,F,8,B,4,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.13
G8,G,8,Blank,4,3A2,0304,Blank,NA,NA,NA,NA,0.106
H8,H,8,A,7,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.645
A9,A,9,A,4.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.146
B9,B,9,A,4.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.2
C9,C,9,A,4.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.184
D9,D,9,B,4.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.175
E9,E,9,B,4.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.17
F9,F,9,B,4.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.173
G9,G,9,Blank,4.5,3A2,0304,Blank,NA,NA,NA,NA,0.14
H9,H,9,A,7,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.638
A10,A,10,A,5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.201
B10,B,10,A,5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.241
C10,C,10,A,5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.223
D10,D,10,B,5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.176
E10,E,10,B,5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.19
F10,F,10,B,5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.189
G10,G,10,Blank,5,3A2,0304,Blank,NA,NA,NA,NA,0.092
H10,H,10,B,7,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.637
A11,A,11,A,5.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.25
B11,B,11,A,5.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.319
C11,C,11,A,5.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.33
D11,D,11,B,5.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.288
E11,E,11,B,5.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.293
F11,F,11,B,5.5,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.304
G11,G,11,Blank,5.5,3A2,0304,Blank,NA,NA,NA,NA,0.058
H11,H,11,B,7,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.634
A12,A,12,A,6,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.287
B12,B,12,A,6,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.403
C12,C,12,A,6,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.378
D12,D,12,B,6,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,1.061
E12,E,12,B,6,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,1.106
F12,F,12,B,6,3A2,0304,4,Gardnerella piotii,C0093B3,3,2,0.836
G12,G,12,Blank,6,3A2,0304,Blank,NA,NA,NA,NA,0.938
H12,H,12,Blank,7,3A2,0304,Blank,NA,NA,NA,NA,0.053
A1,A,1,A,3.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.069
B1,B,1,A,3.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.069
C1,C,1,A,3.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.071
D1,D,1,B,3.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.08
E1,E,1,B,3.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.075
F1,F,1,B,3.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.077
G1,G,1,Blank,3.5,1B1,0304,Blank,NA,NA,NA,NA,0.071
H1,H,1,A,7,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.053
A2,A,2,A,4,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.102
B2,B,2,A,4,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.103
C2,C,2,A,4,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.103
D2,D,2,B,4,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.111
E2,E,2,B,4,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.106
F2,F,2,B,4,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.11
G2,G,2,Blank,4,1B1,0304,Blank,NA,NA,NA,NA,0.104
H2,H,2,A,7,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.058
A3,A,3,A,4.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.18
B3,B,3,A,4.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.201
C3,C,3,A,4.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.171
D3,D,3,B,4.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.192
E3,E,3,B,4.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.185
F3,F,3,B,4.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.182
G3,G,3,Blank,4.5,1B1,0304,Blank,NA,NA,NA,NA,0.179
H3,H,3,A,7,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.062
A4,A,4,A,5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.09
B4,B,4,A,5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.095
C4,C,4,A,5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.074
D4,D,4,B,5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.134
E4,E,4,B,5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.11
F4,F,4,B,5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.11
G4,G,4,Blank,5,1B1,0304,Blank,NA,NA,NA,NA,0.073
H4,H,4,B,7,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.374
A5,A,5,A,5.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.063
B5,B,5,A,5.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.062
C5,C,5,A,5.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.062
D5,D,5,B,5.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.142
E5,E,5,B,5.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.142
F5,F,5,B,5.5,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.114
G5,G,5,Blank,5.5,1B1,0304,Blank,NA,NA,NA,NA,0.062
H5,H,5,B,7,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.37
A6,A,6,A,6,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.057
B6,B,6,A,6,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.056
C6,C,6,A,6,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.056
D6,D,6,B,6,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.207
E6,E,6,B,6,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.248
F6,F,6,B,6,1B1,0304,3,Gardnerella swidsinskii,C0102A2,1,1,0.238
G6,G,6,Blank,6,1B1,0304,Blank,NA,NA,NA,NA,0.065
H6,H,6,Blank,7,1B1,0304,Blank,NA,NA,NA,NA,0.061
A7,A,7,A,3.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.076
B7,B,7,A,3.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.079
C7,C,7,A,3.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.088
D7,D,7,B,3.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.084
E7,E,7,B,3.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.089
F7,F,7,B,3.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.081
G7,G,7,Blank,3.5,1B1,0304,Blank,NA,NA,NA,NA,0.072
H7,H,7,A,7,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.436
A8,A,8,A,4,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.101
B8,B,8,A,4,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.103
C8,C,8,A,4,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.112
D8,D,8,B,4,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.113
E8,E,8,B,4,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.114
F8,F,8,B,4,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.117
G8,G,8,Blank,4,1B1,0304,Blank,NA,NA,NA,NA,0.108
H8,H,8,A,7,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.439
A9,A,9,A,4.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.189
B9,B,9,A,4.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.177
C9,C,9,A,4.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.187
D9,D,9,B,4.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.191
E9,E,9,B,4.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.159
F9,F,9,B,4.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.194
